ENL	Mask	Tolerance	Homogeneous_Areas	M_estimator
1	15	5.000		18			0.858358
1	15	5.000		23			0.999945
1	15	5.000		20			0.701880
1	15	5.000		17			1.422104
1	15	5.000		27			0.991213
1	15	5.000		22			0.887094
1	15	5.000		24			0.900128
1	15	5.000		23			0.704752
1	15	5.000		20			1.091123
1	15	5.000		23			1.010809
1	15	5.000		8			0.510624
1	15	5.000		21			0.543432
1	15	5.000		22			0.718630
1	15	5.000		11			0.879567
1	15	5.000		26			0.895671
1	15	5.000		24			0.880357
1	15	5.000		18			0.830375
1	15	5.000		23			0.634815
1	15	5.000		19			0.893991
1	15	5.000		25			1.033487
1	15	5.000		19			1.119251
1	15	5.000		21			0.993589
1	15	5.000		19			0.842161
1	15	5.000		23			1.065827
1	15	5.000		13			0.502308
1	15	5.000		16			1.116914
1	15	5.000		22			0.931173
1	15	5.000		24			1.042138
1	15	5.000		18			1.228348
1	15	5.000		19			0.583880
1	15	5.000		21			0.671362
1	15	5.000		20			1.043700
1	15	5.000		25			0.791278
1	15	5.000		13			0.892005
1	15	5.000		17			0.730322
1	15	5.000		18			0.618631
1	15	5.000		24			0.779548
1	15	5.000		18			1.045379
1	15	5.000		19			1.220251
1	15	5.000		23			0.778973
1	15	5.000		19			0.901844
1	15	5.000		20			1.378694
1	15	5.000		22			1.017034
1	15	5.000		19			0.865540
1	15	5.000		16			0.755789
1	15	5.000		11			0.910346
1	15	5.000		15			0.716345
1	15	5.000		20			0.767784
1	15	5.000		22			1.108225
1	15	5.000		22			1.103419
1	15	5.000		22			0.946410
1	15	5.000		30			0.804025
1	15	5.000		13			0.934091
1	15	5.000		18			0.563087
1	15	5.000		24			0.876850
1	15	5.000		13			0.724878
1	15	5.000		22			1.198124
1	15	5.000		24			0.888005
1	15	5.000		17			0.703201
1	15	5.000		20			0.794186
1	15	5.000		21			0.635191
1	15	5.000		21			0.963530
1	15	5.000		24			0.989351
1	15	5.000		23			1.065004
1	15	5.000		18			0.933132
1	15	5.000		19			0.917453
1	15	5.000		15			0.782343
1	15	5.000		12			0.591773
1	15	5.000		18			1.084220
1	15	5.000		23			0.926992
1	15	5.000		17			0.593179
1	15	5.000		20			0.585941
1	15	5.000		19			0.692372
1	15	5.000		23			0.750665
1	15	5.000		16			0.864051
1	15	5.000		19			0.740486
1	15	5.000		24			0.982722
1	15	5.000		25			0.814537
1	15	5.000		19			0.981693
1	15	5.000		25			1.111299
1	15	5.000		21			0.954081
1	15	5.000		16			1.034063
1	15	5.000		21			0.800927
1	15	5.000		25			0.946518
1	15	5.000		19			1.087612
1	15	5.000		22			0.977954
1	15	5.000		26			0.815732
1	15	5.000		17			1.052578
1	15	5.000		17			0.812202
1	15	5.000		22			0.811497
1	15	5.000		16			1.296177
1	15	5.000		24			1.044180
1	15	5.000		22			0.933551
1	15	5.000		16			0.809298
1	15	5.000		18			0.913686
1	15	5.000		19			1.184733
1	15	5.000		17			0.855920
1	15	5.000		24			1.179455
1	15	5.000		20			0.842268
1	15	5.000		22			0.756532
1	15	10.000		39			0.950292
1	15	10.000		32			0.790966
1	15	10.000		41			0.966492
1	15	10.000		48			0.903741
1	15	10.000		42			0.919019
1	15	10.000		40			0.709621
1	15	10.000		39			0.783745
1	15	10.000		38			0.970664
1	15	10.000		44			0.994627
1	15	10.000		41			0.985161
1	15	10.000		36			0.996616
1	15	10.000		35			1.235065
1	15	10.000		36			0.934011
1	15	10.000		35			0.721590
1	15	10.000		35			0.798248
1	15	10.000		36			0.961254
1	15	10.000		45			1.124884
1	15	10.000		41			0.791176
1	15	10.000		43			0.710967
1	15	10.000		37			0.745577
1	15	10.000		37			0.939234
1	15	10.000		29			0.956315
1	15	10.000		40			1.036193
1	15	10.000		36			1.026130
1	15	10.000		41			1.028141
1	15	10.000		37			1.008335
1	15	10.000		42			1.148921
1	15	10.000		33			0.956705
1	15	10.000		38			0.918018
1	15	10.000		35			0.831481
1	15	10.000		45			0.950625
1	15	10.000		37			0.878821
1	15	10.000		37			0.904812
1	15	10.000		41			0.955094
1	15	10.000		34			0.945951
1	15	10.000		37			0.919554
1	15	10.000		49			0.898572
1	15	10.000		36			1.062296
1	15	10.000		46			1.024090
1	15	10.000		41			1.059489
1	15	10.000		36			1.149080
1	15	10.000		38			0.765749
1	15	10.000		39			1.044061
1	15	10.000		39			0.876683
1	15	10.000		39			1.164684
1	15	10.000		36			0.880684
1	15	10.000		38			0.806967
1	15	10.000		41			0.845883
1	15	10.000		46			0.915608
1	15	10.000		32			0.673407
1	15	10.000		38			1.168311
1	15	10.000		33			0.744809
1	15	10.000		36			1.017291
1	15	10.000		39			0.927967
1	15	10.000		38			1.122440
1	15	10.000		40			1.028932
1	15	10.000		43			0.888859
1	15	10.000		36			0.824857
1	15	10.000		43			0.813580
1	15	10.000		30			0.772766
1	15	10.000		40			0.840334
1	15	10.000		40			1.030911
1	15	10.000		33			0.847883
1	15	10.000		44			1.189117
1	15	10.000		34			0.920180
1	15	10.000		42			1.321384
1	15	10.000		49			0.861807
1	15	10.000		38			0.782489
1	15	10.000		40			0.684689
1	15	10.000		38			0.920679
1	15	10.000		34			1.181036
1	15	10.000		37			0.615511
1	15	10.000		42			1.166313
1	15	10.000		42			0.853600
1	15	10.000		37			1.009750
1	15	10.000		35			0.946503
1	15	10.000		46			0.838534
1	15	10.000		38			1.118270
1	15	10.000		43			1.116853
1	15	10.000		35			0.828041
1	15	10.000		33			0.961180
1	15	10.000		33			0.712558
1	15	10.000		36			0.890861
1	15	10.000		40			0.693595
1	15	10.000		37			0.925503
1	15	10.000		45			0.964039
1	15	10.000		39			0.889355
1	15	10.000		37			1.071995
1	15	10.000		40			0.880984
