Replica	ENL	Mask	Tolerance	Homogeneous_Areas	M_estimator
1	1	15	5.000		75			1.345395
2	1	15	5.000		78			1.343168
3	1	15	5.000		68			1.270334
4	1	15	5.000		73			1.169047
5	1	15	5.000		70			1.186525
6	1	15	5.000		83			1.392377
7	1	15	5.000		76			1.357804
8	1	15	5.000		70			1.395258
9	1	15	5.000		64			1.196192
10	1	15	5.000		70			1.218905
11	1	15	5.000		97			1.329222
12	1	15	5.000		75			1.390772
13	1	15	5.000		71			1.305006
14	1	15	5.000		68			1.411009
15	1	15	5.000		78			1.291855
16	1	15	5.000		68			1.277316
17	1	15	5.000		67			1.309604
18	1	15	5.000		77			1.434500
19	1	15	5.000		87			1.186600
20	1	15	5.000		70			1.057549
21	1	15	5.000		84			1.271450
22	1	15	5.000		70			1.245246
23	1	15	5.000		56			1.553585
24	1	15	5.000		78			1.469184
25	1	15	5.000		70			1.467117
26	1	15	5.000		76			1.505420
27	1	15	5.000		77			1.372838
28	1	15	5.000		92			1.514165
29	1	15	5.000		77			1.389382
30	1	15	5.000		78			1.417150
31	1	15	5.000		69			1.120405
32	1	15	5.000		69			1.521581
33	1	15	5.000		79			1.404724
34	1	15	5.000		90			1.377616
35	1	15	5.000		78			1.356194
36	1	15	5.000		79			1.331501
37	1	15	5.000		78			1.401061
38	1	15	5.000		79			1.148133
39	1	15	5.000		89			1.358189
40	1	15	5.000		81			1.370317
41	1	15	5.000		80			1.206552
42	1	15	5.000		84			1.213486
43	1	15	5.000		79			1.160218
44	1	15	5.000		82			1.146295
45	1	15	5.000		83			1.304078
46	1	15	5.000		84			1.326344
47	1	15	5.000		70			1.273167
48	1	15	5.000		76			1.352100
49	1	15	5.000		87			1.330469
50	1	15	5.000		82			1.306801
51	1	15	5.000		86			1.301784
52	1	15	5.000		72			1.220919
53	1	15	5.000		79			1.412693
54	1	15	5.000		76			1.486324
55	1	15	5.000		77			1.248001
56	1	15	5.000		82			1.423939
57	1	15	5.000		75			1.207100
58	1	15	5.000		75			1.215291
59	1	15	5.000		81			1.434505
60	1	15	5.000		77			1.252788
61	1	15	5.000		71			1.333294
62	1	15	5.000		73			1.480146
63	1	15	5.000		72			1.329090
64	1	15	5.000		74			1.446149
65	1	15	5.000		84			1.410390
66	1	15	5.000		82			1.196839
67	1	15	5.000		78			1.389878
68	1	15	5.000		76			1.219781
69	1	15	5.000		70			1.515296
70	1	15	5.000		84			1.396122
71	1	15	5.000		86			1.337275
72	1	15	5.000		80			1.376616
73	1	15	5.000		76			1.310678
74	1	15	5.000		70			1.206529
75	1	15	5.000		78			1.250144
76	1	15	5.000		75			1.271273
77	1	15	5.000		71			1.201040
78	1	15	5.000		85			1.394889
79	1	15	5.000		75			1.302341
80	1	15	5.000		72			1.234428
81	1	15	5.000		86			1.466311
82	1	15	5.000		75			1.250373
83	1	15	5.000		77			1.410120
84	1	15	5.000		91			1.326120
85	1	15	5.000		88			1.217252
86	1	15	5.000		74			1.333982
87	1	15	5.000		93			1.426909
88	1	15	5.000		88			1.361324
89	1	15	5.000		71			1.191080
90	1	15	5.000		82			1.406944
91	1	15	5.000		62			1.338809
92	1	15	5.000		80			1.202787
93	1	15	5.000		77			1.262559
94	1	15	5.000		70			1.407235
95	1	15	5.000		68			1.551056
96	1	15	5.000		73			1.358915
97	1	15	5.000		88			1.303761
98	1	15	5.000		81			1.342717
99	1	15	5.000		76			1.333708
100	1	15	5.000		78			1.494383
1	1	15	10.000		138			1.415881
2	1	15	10.000		144			1.365052
3	1	15	10.000		153			1.273121
4	1	15	10.000		141			1.238958
5	1	15	10.000		139			1.359651
6	1	15	10.000		138			1.355189
7	1	15	10.000		144			1.337483
8	1	15	10.000		131			1.288023
9	1	15	10.000		133			1.255764
10	1	15	10.000		155			1.258182
11	1	15	10.000		157			1.407121
12	1	15	10.000		138			1.349937
13	1	15	10.000		143			1.300364
14	1	15	10.000		140			1.371928
15	1	15	10.000		139			1.319546
16	1	15	10.000		134			1.197637
17	1	15	10.000		152			1.320478
18	1	15	10.000		136			1.420891
19	1	15	10.000		126			1.289456
20	1	15	10.000		141			1.329527
21	1	15	10.000		149			1.239554
22	1	15	10.000		145			1.299309
23	1	15	10.000		165			1.367392
24	1	15	10.000		151			1.307273
25	1	15	10.000		156			1.310222
26	1	15	10.000		142			1.373403
27	1	15	10.000		159			1.271529
28	1	15	10.000		146			1.355660
29	1	15	10.000		162			1.347915
30	1	15	10.000		149			1.438778
31	1	15	10.000		139			1.229200
32	1	15	10.000		145			1.260285
33	1	15	10.000		141			1.352906
34	1	15	10.000		145			1.415260
35	1	15	10.000		143			1.295603
36	1	15	10.000		147			1.123789
37	1	15	10.000		137			1.310086
38	1	15	10.000		133			1.403753
39	1	15	10.000		143			1.403556
40	1	15	10.000		152			1.368207
41	1	15	10.000		152			1.384832
42	1	15	10.000		136			1.515890
43	1	15	10.000		139			1.377260
44	1	15	10.000		130			1.288642
45	1	15	10.000		155			1.446189
46	1	15	10.000		139			1.302329
47	1	15	10.000		135			1.205734
48	1	15	10.000		149			1.294447
49	1	15	10.000		133			1.209839
50	1	15	10.000		143			1.278931
51	1	15	10.000		147			1.389221
52	1	15	10.000		136			1.408308
53	1	15	10.000		137			1.386809
54	1	15	10.000		149			1.493409
55	1	15	10.000		145			1.284524
56	1	15	10.000		135			1.556795
57	1	15	10.000		126			1.334835
58	1	15	10.000		144			1.469646
59	1	15	10.000		151			1.311417
60	1	15	10.000		153			1.310641
61	1	15	10.000		161			1.381660
62	1	15	10.000		148			1.481359
63	1	15	10.000		135			1.374318
64	1	15	10.000		143			1.477746
65	1	15	10.000		132			1.262547
66	1	15	10.000		147			1.333048
67	1	15	10.000		135			1.468905
68	1	15	10.000		143			1.234807
69	1	15	10.000		155			1.348121
70	1	15	10.000		148			1.303428
71	1	15	10.000		143			1.443756
72	1	15	10.000		145			1.300780
73	1	15	10.000		136			1.305236
74	1	15	10.000		152			1.347491
75	1	15	10.000		142			1.264335
76	1	15	10.000		137			1.259243
77	1	15	10.000		144			1.208370
78	1	15	10.000		148			1.370620
79	1	15	10.000		150			1.326821
80	1	15	10.000		162			1.222669
81	1	15	10.000		141			1.293430
82	1	15	10.000		142			1.309056
83	1	15	10.000		129			1.251859
84	1	15	10.000		150			1.368455
85	1	15	10.000		152			1.350574
86	1	15	10.000		129			1.375610
87	1	15	10.000		154			1.325544
88	1	15	10.000		140			1.293935
89	1	15	10.000		146			1.200817
90	1	15	10.000		145			1.339155
91	1	15	10.000		144			1.300040
92	1	15	10.000		137			1.182988
93	1	15	10.000		149			1.398195
94	1	15	10.000		139			1.276807
95	1	15	10.000		131			1.429647
96	1	15	10.000		130			1.257305
97	1	15	10.000		146			1.244324
98	1	15	10.000		151			1.350949
99	1	15	10.000		135			1.123096
100	1	15	10.000		149			1.089165
1	1	25	5.000		36			0.673909
2	1	25	5.000		32			0.897754
3	1	25	5.000		40			0.877933
4	1	25	5.000		37			0.863205
5	1	25	5.000		43			0.845191
6	1	25	5.000		42			0.890026
7	1	25	5.000		45			0.699392
8	1	25	5.000		33			0.601950
9	1	25	5.000		38			0.698344
10	1	25	5.000		31			0.833448
11	1	25	5.000		31			0.732775
12	1	25	5.000		37			0.902765
13	1	25	5.000		39			0.720284
14	1	25	5.000		37			0.833880
15	1	25	5.000		46			0.884125
16	1	25	5.000		36			0.765041
17	1	25	5.000		29			0.889441
18	1	25	5.000		34			0.746509
19	1	25	5.000		40			0.770025
20	1	25	5.000		37			0.789180
21	1	25	5.000		42			0.752947
22	1	25	5.000		45			0.701223
23	1	25	5.000		44			0.789173
24	1	25	5.000		39			0.836034
25	1	25	5.000		33			0.739490
26	1	25	5.000		42			0.658121
27	1	25	5.000		36			1.074075
28	1	25	5.000		40			0.763231
29	1	25	5.000		35			0.888790
30	1	25	5.000		35			0.867202
31	1	25	5.000		35			0.908394
32	1	25	5.000		40			0.736982
33	1	25	5.000		39			0.687456
34	1	25	5.000		32			0.678946
35	1	25	5.000		44			0.798231
36	1	25	5.000		44			0.928066
37	1	25	5.000		34			0.765527
38	1	25	5.000		34			0.830059
39	1	25	5.000		39			0.838698
40	1	25	5.000		39			0.811408
41	1	25	5.000		40			1.011405
42	1	25	5.000		35			0.603354
43	1	25	5.000		47			0.893162
44	1	25	5.000		40			0.696985
45	1	25	5.000		36			0.762450
46	1	25	5.000		41			0.767349
47	1	25	5.000		49			0.859919
