ENL	Mask	Tolerance	Homogeneous_Areas	M_estimator
1	15	5.000		19			0.560114
1	15	5.000		17			0.508457
1	15	5.000		16			0.674576
1	15	5.000		16			0.564021
1	15	5.000		23			0.523890
1	15	5.000		28			0.423190
1	15	5.000		20			0.473143
1	15	5.000		24			0.519380
1	15	5.000		19			0.592162
1	15	5.000		23			0.560125
1	15	5.000		23			0.543632
1	15	5.000		22			0.542721
1	15	5.000		20			0.778083
1	15	5.000		22			0.653906
1	15	5.000		18			0.540470
1	15	5.000		18			0.546556
1	15	5.000		17			0.541563
1	15	5.000		25			0.489347
1	15	5.000		20			0.331118
1	15	5.000		21			0.577599
1	15	5.000		23			0.559965
1	15	5.000		19			0.784465
1	15	5.000		17			0.448287
1	15	5.000		24			0.502085
1	15	5.000		22			0.482108
1	15	5.000		21			0.479267
1	15	5.000		24			0.461723
1	15	5.000		16			0.474830
1	15	5.000		21			0.614801
1	15	5.000		21			0.647125
1	15	5.000		19			0.495224
1	15	5.000		13			0.682782
1	15	5.000		27			0.612696
1	15	5.000		25			0.557554
1	15	5.000		25			0.797073
1	15	5.000		21			0.357993
1	15	5.000		19			0.508108
1	15	5.000		26			0.527564
1	15	5.000		22			0.537913
1	15	5.000		27			0.482726
1	15	5.000		26			0.438334
1	15	5.000		28			0.582218
1	15	5.000		25			0.584559
1	15	5.000		14			0.480105
1	15	5.000		27			0.591474
1	15	5.000		20			0.474642
1	15	5.000		23			0.698341
1	15	5.000		17			0.633451
1	15	5.000		20			0.686104
1	15	5.000		29			0.597415
1	15	5.000		13			0.600535
1	15	5.000		25			0.764568
1	15	5.000		26			0.557725
1	15	5.000		23			0.554609
1	15	5.000		24			0.581499
1	15	5.000		22			0.454809
1	15	5.000		18			0.543991
1	15	5.000		16			0.618776
1	15	5.000		26			0.596509
1	15	5.000		24			0.594955
1	15	5.000		17			0.609073
1	15	5.000		26			0.705210
1	15	5.000		22			0.685013
1	15	5.000		20			0.510009
1	15	5.000		14			0.618901
1	15	5.000		19			0.506854
1	15	5.000		20			0.597060
1	15	5.000		27			0.569765
1	15	5.000		22			0.596692
1	15	5.000		24			0.408909
1	15	5.000		22			0.487067
1	15	5.000		27			0.521587
1	15	5.000		23			0.733871
1	15	5.000		23			0.618650
1	15	5.000		24			0.545486
1	15	5.000		17			0.535413
1	15	5.000		32			0.522236
1	15	5.000		21			0.624029
1	15	5.000		24			0.690496
1	15	5.000		20			0.708694
1	15	5.000		27			0.599270
1	15	5.000		29			0.521312
1	15	5.000		23			0.618859
1	15	5.000		29			0.619334
1	15	5.000		21			0.571369
1	15	5.000		25			0.550755
1	15	5.000		16			0.628163
1	15	5.000		15			0.468685
1	15	5.000		20			0.602383
1	15	5.000		18			0.733049
1	15	5.000		20			0.512576
1	15	5.000		23			0.498846
1	15	5.000		17			0.440884
1	15	5.000		17			0.600907
1	15	5.000		18			0.609241
1	15	5.000		16			0.504832
1	15	5.000		14			0.567243
1	15	5.000		19			0.672396
1	15	5.000		19			0.677999
1	15	5.000		22			0.477960
1	15	10.000		45			0.566214
1	15	10.000		46			0.558338
1	15	10.000		37			0.643809
1	15	10.000		39			0.491934
1	15	10.000		43			0.640947
1	15	10.000		44			0.632598
